,Text,Emotion
2280,i might go out of existance i smile pick up my pen and fill the page with the things that you say the thoughts you obtain the moments you refrain far away its cause youre going insane and suddenly im left afraid because im not feeling that way instead im amazed why you gotta be that way,surprise
2281,i feel a little overwhelmed this weekend i went out to the beach and just stood in the surf watching listening and feeling the waves come in and out,surprise
2282,i couldnt help but feel a little curious about it though which is what finally led me to plan to rent it this evening,surprise
2283,i feel a bit surprised that motion capture films dont seem to me to have the visual richness and detail that full cgi films have,surprise
2284,i feel funny cause bonka neva thanked me fa his awards,surprise
2285,im feeling a little overwhelmed,surprise
2286,i notice i jump when i feel anything in my hair which i cant say im surprised about,surprise
2287,i think many may dislike it as i do and still feel they should be impressed by it the educated and privileged may now be more susceptible to the mass media than the larger public they re certainly easier to reach,surprise
2288,ive suffered from eating disorders and depression since i was and i feel amazed to say that i consider myself recovered now,surprise
2289,im beginning to feel my way around the systems and im very impressed with the overall level of automation and control that goes into making memset what it is,surprise
2290,i feel when you should walk in to see the film you should be pleasantly surprised with the film s inherent connect,surprise
2291,i still feel a bit stunned and i suppose i should be racked with regret and shame,surprise
2292,i do like to think that in the near future ill feel the urge to write up an album or two that has really impressed me most likely a href http handsomefamily,surprise
2293,i feel less weird about my premature graying that started,surprise
2294,i feel shocked that my photo was chosen as the best photo of the week,surprise
2295,i have no relief from my aches i am feeling just a tad overwhelmed by our current living situation and i am still unemployed and getting really really antsy about finding work,surprise
2296,i would feel weird having my dads hand on my stomach for any amount of time especially for several minutes while he waits to feel taryn jumping around in there,surprise
2297,i would say to mira i am feeling really curious about what its like to live in a castle and im looking it up on my computer,surprise
2298,i am feeling a little overwhelmed like i do every year at this time at the speed each holiday season creeps up on us,surprise
2299,im feeling amazing because im answering these questions from new york so life is good,surprise
2300,i feel as if i am on hold somehow that ive been given a time for contemplation consolidation and it is a most curious feeling,surprise
2301,i feel dazed and unsure of a world in which dying young and disasters that sacrifice so many lives in one swath happen let alone happen with frequency great enough to make me cringe,surprise
